Customer ID;Gender;Married;City;Offer;Phone Service;Multiple Lines;Internet Service;Internet Type;Online Security;Online Backup;Device Protection Plan;Premium Tech Support;Streaming TV;Streaming Movies;Streaming Music;Unlimited Data;Contract;Customer Status;Age;Number of Dependents;Latitude;Longitude;Number of Referrals;Tenure in Months;Avg Monthly Long Distance Charges;Avg Monthly GB Download;Monthly Charge;Total Charges;Total Refunds;Total Extra Data Charges;Total Long Distance Charges;Total Revenue;Internet_Services_Count;Monthly_charge;Monthly_Revenue;Refund_Rate;Extra_Charges_Rate;Churn Category;Churn Reason;Payment Method
0485-ZBSLN;Male;Yes;Mecca;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;Two Year;Stayed;52;2;33.543835;-115.993906;4;65;36.5;0.0;24.75;1715.1;0.0;0;2372.5;4087.6;0;26.386153846153846;62.886153846153846;0.0;0.5804139348272825;;;Credit Card
0486-HECZI;Male;Yes;Torrance;No;Yes;Yes;Yes;Fiber Optic;Yes;Yes;No;No;Yes;No;No;Yes;Month-to-Month;Churned;37;1;33.867257;-118.330794;0;55;49.06;27.0;96.75;5238.9;0.0;0;2698.3;7937.2;4;95.25272727272727;144.31272727272727;0.0;0.33995615582321226;Price;Long distance charges;Bank Withdrawal
0486-LGCCH;Male;Yes;Victorville;Offer D;Yes;No;No;No;No;No;No;No;No;No;No;No;Two Year;Stayed;48;2;34.567058;-117.362329;2;11;40.76;0.0;19.65;225.75;0.0;0;448.36;674.11;0;20.522727272727273;61.28272727272727;0.0;0.6651140021658186;;;Credit Card
0487-CRLZF;Female;No;Poway;Offer B;Yes;No;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Stayed;58;0;32.984395;-117.013454;0;49;7.51;13.0;74.45;3721.9;0.0;0;367.99;4089.89;6;75.95714285714286;83.46714285714286;0.0;0.08997552501412019;;;Bank Withdrawal
0487-RPVUM;Male;Yes;Mount Hermon;No;Yes;Yes;Yes;Fiber Optic;Yes;No;Yes;Yes;Yes;No;No;Yes;Month-to-Month;Stayed;49;0;37.051166;-122.056194;1;61;15.15;28.0;99.4;5943.65;0.0;0;924.15;6867.8;5;97.43688524590164;112.58688524590164;0.0;0.1345627420716969;;;Bank Withdrawal
0487-VVUVK;Male;Yes;Santa Barbara;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Month-to-Month;Stayed;49;2;34.406256;-119.726936;5;25;19.09;0.0;19.15;477.6;0.0;0;477.25;954.85;0;19.104;38.194;0.0;0.49981672514007436;;;Credit Card
0488-GSLFR;Female;No;Taylorsville;No;Yes;No;Yes;Fiber Optic;No;No;No;No;No;No;No;Yes;Month-to-Month;Churned;41;0;40.053684;-120.743116;0;1;8.31;27.0;69.5;69.5;0.0;0;8.31;77.81;1;69.5;77.81;0.0;0.10679861200359851;Dissatisfaction;Product dissatisfaction;Bank Withdrawal
0489-WMEMG;Female;No;Korbel;Offer D;Yes;No;Yes;Cable;No;No;No;Yes;No;No;No;Yes;One Year;Stayed;61;3;40.7666;-123.80458;0;23;25.85;53.0;49.45;1119.35;0.0;0;594.55;1713.9;2;48.667391304347824;74.51739130434783;0.0;0.34689888558258936;;;Bank Withdrawal
0491-KAPQG;Male;No;Pine Valley;Offer D;Yes;Yes;Yes;Fiber Optic;No;No;No;No;No;No;Yes;Yes;Month-to-Month;Stayed;28;0;32.800671;-116.483363;0;21;28.54;42.0;73.7;1558.7;0.0;0;599.34;2158.04;2;74.22380952380952;102.76380952380953;0.0;0.2777242312468722;;;Bank Withdrawal
0495-RVCBF;Female;No;Santa Rosa;No;Yes;No;Yes;Fiber Optic;No;No;No;No;No;Yes;Yes;Yes;Month-to-Month;Churned;39;0;38.460517;-122.790335;0;1;33.88;26.0;79.7;79.7;0.0;0;33.88;113.58;3;79.7;113.58;0.0;0.2982919528085931;Dissatisfaction;Poor expertise of online support;Bank Withdrawal
0495-ZBNGW;Male;Yes;Loma Mar;No;Yes;Yes;Yes;Fiber Optic;No;No;Yes;No;No;No;No;No;Month-to-Month;Churned;78;0;37.266388;-122.26308;1;5;6.66;14.0;-1.0;343.95;0.0;20;33.3;397.25;1;68.78999999999999;79.45;0.0;0.13417243549402139;Competitor;Competitor offered more data;Bank Withdrawal
0496-AHOOK;Male;Yes;Bangor;Offer C;Yes;No;Yes;Cable;Yes;No;No;Yes;Yes;Yes;Yes;Yes;One Year;Stayed;61;0;39.396585;-121.38029;10;24;32.86;30.0;74.4;1712.9;0.0;0;788.64;2501.54;6;71.37083333333334;104.23083333333334;0.0;0.3152617987319811;;;Bank Withdrawal
0504-HHAPI;Female;No;Guinda;No;Yes;Yes;Yes;Fiber Optic;No;No;Yes;No;No;Yes;No;Yes;Month-to-Month;Churned;72;0;38.830739;-122.196202;0;27;16.94;11.0;88.3;2467.75;0.0;0;457.38;2925.13;3;91.39814814814815;108.33814814814815;0.0;0.15636228133450478;Other;Don't know;Credit Card
0505-SPOOW;Female;Yes;Riverside;Offer A;Yes;No;No;No;No;No;No;No;No;No;No;No;Two Year;Stayed;41;0;33.885499;-117.324959;7;70;11.71;0.0;19.8;1397.65;0.0;0;819.7;2217.35;0;19.966428571428573;31.67642857142857;0.0;0.369675513563488;;;Bank Withdrawal
0506-LVNGN;Female;No;Rancho Cordova;No;Yes;No;Yes;Fiber Optic;No;No;Yes;No;No;No;No;Yes;Month-to-Month;Churned;78;0;38.591134;-121.161585;0;5;42.33;9.0;75.55;349.65;0.0;0;211.65;561.3;2;69.92999999999999;112.25999999999999;0.0;0.3770710849812935;Competitor;Competitor had better devices;Credit Card
0506-YLVKJ;Male;Yes;Sultana;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Two Year;Stayed;54;1;36.545353;-119.338535;1;46;45.92;0.0;20.2;917.45;0.0;0;2112.32;3029.77;0;19.944565217391304;65.8645652173913;0.0;0.6971882354106088;;;Credit Card
0508-OOLTO;Female;Yes;Fort Irwin;No;Yes;No;Yes;Fiber Optic;No;No;No;No;No;No;No;Yes;Month-to-Month;Joined;33;1;35.349241;-116.770281;5;2;29.03;10.0;71.65;135.75;0.0;0;58.06;193.81;1;67.875;96.905;0.0;0.29957174552396676;;;Bank Withdrawal
0508-SQWPL;Female;Yes;La Mesa;Offer B;Yes;No;No;No;No;No;No;No;No;No;No;No;Two Year;Stayed;32;3;32.759327;-116.99726;9;57;26.67;0.0;20.1;1087.7;0.0;0;1520.19;2607.89;0;19.082456140350878;45.75245614035087;0.0;0.5829195249799647;;;Bank Withdrawal
0511-JTEOY;Female;No;Canyon Dam;Offer E;Yes;No;Yes;Fiber Optic;No;No;No;No;No;No;No;Yes;Month-to-Month;Churned;41;0;40.171312;-121.120605;0;1;10.19;9.0;71.1;71.1;0.0;0;10.19;81.29;1;71.1;81.29;0.0;0.12535367203838108;Competitor;Competitor made better offer;Mailed Check
0512-FLFDW;Female;Yes;Palomar Mountain;No;Yes;Yes;Yes;Fiber Optic;No;No;Yes;No;Yes;Yes;No;Yes;One Year;Stayed;74;0;33.309852;-116.823091;3;60;27.68;26.0;100.5;6029.0;0.0;0;1660.8;7689.8;4;100.48333333333333;128.16333333333333;0.0;0.21597440765689613;;;Credit Card
0513-RBGPE;Male;Yes;Rancho Santa Fe;No;Yes;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;No;Yes;Two Year;Stayed;57;0;32.99356;-117.207121;6;37;4.5;9.0;62.8;2278.75;16.97;0;166.5;2428.28;4;61.58783783783784;65.62918918918919;0.007447065277015908;0.06856705157560083;;;Credit Card
0515-YPMCW;Male;No;San Jose;No;Yes;No;Yes;Fiber Optic;No;No;No;No;No;No;No;No;Month-to-Month;Churned;42;0;37.350284;-121.852855;0;1;42.87;8.0;70.45;70.45;0.0;10;42.87;123.32;0;70.45;123.32;0.0;0.4287220240025949;Competitor;Competitor had better devices;Credit Card
0516-OOHAR;Male;Yes;Topanga;No;Yes;No;Yes;Fiber Optic;No;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;Stayed;39;2;34.115192;-118.61017;8;28;7.73;13.0;100.35;2799.0;0.0;0;216.44;3015.44;6;99.96428571428571;107.69428571428571;0.0;0.07177725307086197;;;Bank Withdrawal
0516-QREYC;Female;No;Capay;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Two Year;Stayed;78;0;38.681651;-122.130569;0;24;18.39;0.0;20.3;459.95;0.0;0;441.36;901.31;0;19.164583333333333;37.55458333333333;0.0;0.48968723302748224;;;Credit Card
0516-UXRMT;Female;No;Oxnard;No;Yes;Yes;Yes;Fiber Optic;Yes;Yes;Yes;No;No;No;No;Yes;One Year;Stayed;27;0;34.156629;-119.117218;0;62;23.88;47.0;92.05;5755.8;14.21;0;1480.56;7222.15;4;92.83548387096775;116.48629032258064;0.002468814065811877;0.2050026654112695;;;Bank Withdrawal
0516-VRYBW;Female;No;Stanton;Offer D;Yes;No;No;No;No;No;No;No;No;No;No;No;One Year;Churned;39;0;33.801869;-117.995068;0;18;8.95;0.0;20.15;390.85;0.0;0;161.1;551.95;0;21.71388888888889;30.66388888888889;0.0;0.29187426397318594;Attitude;Attitude of support person;Bank Withdrawal
0516-WJVXC;Female;No;Sacramento;No;Yes;No;Yes;DSL;Yes;No;No;Yes;No;No;No;Yes;Month-to-Month;Churned;21;0;38.556306;-121.495817;0;5;3.61;69.0;54.2;308.25;0.0;0;18.05;326.3;3;61.65;65.26;0.0;0.05531719276739197;Dissatisfaction;Network reliability;Bank Withdrawal
0519-DRGTI;Female;Yes;Stockton;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Month-to-Month;Stayed;58;3;38.029729;-121.387999;9;20;42.46;0.0;20.35;442.6;0.0;0;849.2;1291.8;0;22.130000000000003;64.59;0.0;0.6573773029880787;;;Credit Card
0519-XUZJU;Female;No;Felton;No;Yes;No;Yes;Fiber Optic;No;No;No;No;No;No;No;Yes;Month-to-Month;Churned;56;0;37.089111;-122.062213;0;1;26.0;8.0;70.75;70.75;0.0;0;26.0;96.75;1;70.75;96.75;0.0;0.268733850129199;Dissatisfaction;Service dissatisfaction;Mailed Check
0520-FDVVT;Male;No;Lewiston;No;Yes;No;Yes;Fiber Optic;No;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;Churned;26;0;40.704293;-122.803899;0;35;39.84;48.0;102.35;3626.1;0.0;0;1394.4;5020.5;6;103.60285714285715;143.44285714285715;0.0;0.2777412608305946;Price;Price too high;Bank Withdrawal
0523-VNGTF;Female;No;Sun Valley;No;No;No;Yes;DSL;No;Yes;Yes;Yes;Yes;No;No;Yes;Two Year;Stayed;78;0;34.231053;-118.338307;0;52;0.0;23.0;50.5;2566.3;0.0;0;0.0;2566.3;5;49.35192307692308;49.35192307692308;0.0;0.0;;;Bank Withdrawal
0524-IAVZO;Female;Yes;Anza;Offer C;Yes;Yes;Yes;Fiber Optic;No;No;No;No;No;Yes;Yes;Yes;Month-to-Month;Churned;25;0;33.527605;-116.666551;1;30;4.82;41.0;85.0;2624.25;0.0;0;144.6;2768.85;3;87.475;92.295;0.0;0.05222384744569045;Other;Don't know;Bank Withdrawal
0526-SXDJP;Male;Yes;Bell;Offer A;No;No;Yes;Cable;Yes;Yes;Yes;No;No;No;No;Yes;Two Year;Stayed;36;0;33.970343;-118.171368;7;72;0.0;17.0;42.1;2962.0;0.0;0;0.0;2962.0;4;41.138888888888886;41.138888888888886;0.0;0.0;;;Bank Withdrawal
0529-ONKER;Male;No;Forest Ranch;Offer D;Yes;Yes;Yes;Fiber Optic;No;No;No;No;No;No;No;Yes;Month-to-Month;Churned;70;0;40.077028;-121.494168;0;15;46.38;19.0;75.65;1146.65;0.0;0;695.7;1842.35;1;76.44333333333334;122.82333333333332;0.0;0.3776155453632589;Attitude;Attitude of support person;Bank Withdrawal
0530-IJVDB;Male;No;Jamul;Offer A;Yes;Yes;Yes;Fiber Optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Stayed;36;2;32.695681;-116.798386;0;70;26.67;17.0;114.6;7882.5;0.0;0;1866.9;9749.4;8;112.60714285714286;139.27714285714285;0.0;0.1914887069973537;;;Bank Withdrawal
0531-XBKMM;Male;No;Azusa;No;Yes;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;No;Yes;Two Year;Stayed;37;2;34.174493;-117.87068;0;66;32.12;17.0;65.7;4378.9;0.0;0;2119.92;6498.82;4;66.3469696969697;98.4669696969697;0.0;0.32620075644501617;;;Bank Withdrawal
0531-ZZJWQ;Male;Yes;Fallbrook;No;Yes;Yes;Yes;Fiber Optic;No;No;No;No;No;No;No;Yes;Two Year;Stayed;68;0;33.362575;-117.299644;6;55;42.9;27.0;74.0;4052.4;0.0;0;2359.5;6411.9;1;73.68;116.58;0.0;0.3679876479670613;;;Bank Withdrawal
0533-BNWKF;Female;Yes;San Diego;Offer B;Yes;Yes;Yes;Fiber Optic;No;Yes;Yes;No;No;No;No;No;Month-to-Month;Churned;66;0;32.85723;-117.209774;2;55;42.82;27.0;85.45;4874.7;0.0;90;2355.1;7319.8;2;88.63090909090909;133.08727272727273;0.0;0.33403918139839883;Competitor;Competitor made better offer;Bank Withdrawal
0533-UCAAU;Male;Yes;Montgomery Creek;No;Yes;Yes;Yes;DSL;No;Yes;Yes;No;Yes;No;No;Yes;One Year;Stayed;72;0;40.877552;-121.885884;2;57;48.16;10.0;71.1;4140.1;0.0;0;2745.12;6885.22;4;72.63333333333334;120.79333333333334;0.0;0.39869749986202324;;;Credit Card
0536-ACXIP;Female;Yes;Lodi;No;Yes;Yes;Yes;Fiber Optic;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Two Year;Stayed;34;0;38.128087;-121.4078;9;72;44.2;2.0;109.55;8165.1;0.0;0;3182.4;11347.5;7;113.40416666666667;157.60416666666666;0.0;0.2804494382022472;;;Bank Withdrawal
0536-BGFMZ;Female;Yes;Leggett;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Month-to-Month;Stayed;27;0;39.873371;-123.741474;3;28;42.33;0.0;20.5;563.05;0.0;0;1185.24;1748.29;0;20.10892857142857;62.43892857142857;0.0;0.677942446619268;;;Credit Card
0536-ESJEP;Male;Yes;Rough And Ready;No;Yes;No;Yes;DSL;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Two Year;Stayed;48;0;39.225634;-121.156163;8;54;14.18;25.0;74.55;4191.45;0.0;0;765.72;4957.17;6;77.61944444444444;91.79944444444445;0.0;0.15446716574174377;;;Bank Withdrawal
0537-QYZZN;Male;Yes;Petaluma;Offer C;Yes;Yes;Yes;Fiber Optic;Yes;No;No;No;No;No;No;Yes;Two Year;Stayed;66;2;38.237018;-122.77872;6;24;4.06;28.0;79.85;1857.75;0.0;0;97.44;1955.19;2;77.40625;81.46625;0.0;0.049836588771423745;;;Bank Withdrawal
0541-FITGH;Female;Yes;Hornitos;Offer E;Yes;No;Yes;Cable;Yes;No;No;No;No;Yes;Yes;Yes;Month-to-Month;Joined;59;0;37.479926;-120.230424;6;2;48.39;24.0;62.15;113.1;0.0;0;96.78;209.88;4;56.55;104.94;0.0;0.4611206403659234;;;Mailed Check
0547-HURJB;Male;No;Dixon;Offer D;Yes;No;No;No;No;No;No;No;No;No;No;No;Month-to-Month;Stayed;19;2;38.392821;-121.799917;0;12;19.38;0.0;21.05;235.8;0.0;0;232.56;468.36;0;19.650000000000002;39.03;0.0;0.4965411222136818;;;Credit Card
0549-CYCQN;Male;No;Flournoy;No;Yes;Yes;Yes;Fiber Optic;No;Yes;No;No;No;No;No;Yes;One Year;Stayed;69;0;39.84784;-122.544556;0;51;24.92;11.0;79.6;3974.7;16.73;0;1270.92;5228.89;2;77.93529411764706;102.52725490196079;0.004209122701084359;0.24305732191727117;;;Bank Withdrawal
0550-DCXLH;Male;No;Thermal;No;Yes;No;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Stayed;64;0;33.53604;-116.119222;0;13;40.99;21.0;73.35;931.55;49.02;0;532.87;1415.4;6;71.6576923076923;108.87692307692308;0.05262197412913961;0.3764801469549244;;;Mailed Check
0556-FJEGU;Male;No;Lafayette;Offer B;Yes;No;Yes;DSL;No;Yes;Yes;Yes;Yes;No;No;Yes;Two Year;Stayed;26;0;37.907777;-122.127161;0;58;47.47;69.0;70.1;4048.95;0.0;0;2753.26;6802.21;5;69.80948275862069;117.27948275862069;0.0;0.4047596295909712;;;Bank Withdrawal
0557-ASKVU;Female;Yes;Beverly Hills;Offer D;Yes;No;Yes;Cable;No;No;Yes;Yes;No;No;No;Yes;One Year;Stayed;43;0;34.099891;-118.414338;2;18;44.97;7.0;54.4;957.1;0.0;0;809.46;1766.56;3;53.172222222222224;98.14222222222222;0.0;0.45821257132506116;;;Credit Card
0559-CKHUS;Female;Yes;Pleasanton;Offer C;Yes;No;No;No;No;No;No;No;No;No;No;No;Two Year;Stayed;44;0;37.685052;-121.912061;6;29;49.96;0.0;19.55;521.8;0.0;0;1448.84;1970.64;0;17.99310344827586;67.95310344827587;0.0;0.7352129257500101;;;Credit Card
0562-FGDCR;Female;Yes;Whitmore;No;Yes;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;No;Yes;Two Year;Stayed;61;3;40.637105;-121.906949;9;72;21.84;30.0;74.55;5430.65;0.0;0;1572.48;7003.13;5;75.42569444444445;97.26569444444445;0.0;0.2245395987222856;;;Credit Card
0562-HKHML;Male;Yes;Alameda;Offer A;Yes;Yes;No;No;No;No;No;No;No;No;No;No;Two Year;Stayed;39;1;37.724817;-122.224363;9;71;18.99;0.0;23.9;1626.4;0.0;0;1348.29;2974.69;0;22.907042253521126;41.89704225352113;0.0;0.4532539525126988;;;Credit Card
0562-KBDVM;Female;No;Herald;Offer A;No;No;Yes;DSL;Yes;Yes;Yes;Yes;No;No;No;Yes;Two Year;Stayed;62;0;38.313447;-121.123886;0;70;0.0;11.0;44.6;3058.15;0.0;0;0.0;3058.15;5;43.68785714285715;43.68785714285715;0.0;0.0;;;Bank Withdrawal
0564-JJHGS;Male;No;Guerneville;No;Yes;Yes;Yes;Fiber Optic;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Churned;45;0;38.52576;-123.013347;0;9;19.22;10.0;95.5;829.1;0.0;0;172.98;1002.08;4;92.12222222222222;111.34222222222223;0.0;0.17262094842727127;Dissatisfaction;Limited range of services;Bank Withdrawal
0564-MUUQK;Female;Yes;Imperial Beach;No;Yes;Yes;Yes;Fiber Optic;No;No;Yes;Yes;No;Yes;Yes;Yes;Month-to-Month;Stayed;28;2;32.579134;-117.119009;5;20;38.71;48.0;95.5;1916.2;0.0;0;774.2;2690.4;5;95.81;134.52;0.0;0.2877639012786203;;;Bank Withdrawal
0565-IYCGT;Male;No;San Diego;Offer A;Yes;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;One Year;Churned;51;0;32.825086;-117.199424;0;69;29.38;9.0;78.6;5356.45;0.0;0;2027.22;7383.67;7;77.62971014492753;107.00971014492754;0.0;0.27455452369891936;Competitor;Competitor made better offer;Credit Card
0565-JUPYD;Male;No;Benicia;No;Yes;Yes;Yes;Fiber Optic;Yes;Yes;Yes;Yes;Yes;No;No;Yes;One Year;Stayed;26;0;38.113533;-122.11926;0;63;21.45;85.0;104.5;6590.8;0.0;0;1351.35;7942.15;6;104.61587301587302;126.06587301587301;0.0;0.17014914097568037;;;Credit Card
0567-GGCAC;Female;No;Biola;No;Yes;No;Yes;DSL;Yes;Yes;Yes;No;No;No;No;Yes;Month-to-Month;Stayed;38;0;36.798882;-120.019511;0;7;15.84;14.0;61.4;438.9;0.0;0;110.88;549.78;4;62.699999999999996;78.53999999999999;0.0;0.20168067226890757;;;Bank Withdrawal
0567-XRHCU;Female;Yes;Los Angeles;No;No;No;Yes;DSL;Yes;No;Yes;No;No;Yes;Yes;Yes;Two Year;Stayed;19;1;34.091829;-118.491244;7;69;0.0;59.0;43.95;2960.1;0.0;0;0.0;2960.1;5;42.9;42.9;0.0;0.0;;;Credit Card
0568-ONFPC;Male;Yes;San Francisco;Offer E;Yes;Yes;No;No;No;No;No;No;No;No;No;No;Month-to-Month;Churned;34;1;37.720498;-122.443119;1;5;40.05;0.0;25.9;135.0;0.0;0;200.25;335.25;0;27.0;67.05;0.0;0.5973154362416108;Other;Moved;Bank Withdrawal
0570-BFQHT;Female;No;Anderson;No;Yes;No;Yes;Fiber Optic;No;Yes;Yes;No;No;No;No;Yes;Month-to-Month;Stayed;38;0;40.448632;-122.306657;0;9;32.57;13.0;80.55;653.9;2.28;0;293.13;944.75;3;72.65555555555555;104.97222222222223;0.0034867716776265482;0.31027255887801003;;;Bank Withdrawal
0572-ZJKLT;Female;Yes;Chester;Offer B;Yes;Yes;Yes;Fiber Optic;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Two Year;Stayed;32;1;40.243494;-121.154733;10;46;49.26;18.0;99.65;4630.2;9.35;0;2265.96;6886.81;6;100.65652173913043;149.71326086956523;0.0020193512159301973;0.3290289698713918;;;Credit Card
0575-CUQOV;Male;Yes;Hilmar;Offer B;Yes;No;Yes;Fiber Optic;No;Yes;Yes;No;Yes;Yes;No;Yes;One Year;Stayed;76;0;37.394536;-120.890747;10;60;17.05;21.0;97.95;5867.0;0.0;0;1023.0;6890.0;5;97.78333333333333;114.83333333333333;0.0;0.14847605224963714;;;Bank Withdrawal
0576-WNXXC;Male;Yes;Parlier;No;Yes;Yes;Yes;Fiber Optic;No;Yes;Yes;No;No;Yes;Yes;Yes;Month-to-Month;Churned;70;0;36.622237;-119.521126;1;27;39.49;7.0;95.55;2510.2;0.0;0;1066.23;3576.43;5;92.97037037037036;132.46037037037036;0.0;0.2981269030849199;Dissatisfaction;Service dissatisfaction;Bank Withdrawal
0577-WHMEV;Female;Yes;San Jose;Offer D;Yes;Yes;Yes;Fiber Optic;Yes;Yes;Yes;No;No;No;Yes;Yes;Month-to-Month;Stayed;19;0;37.371862;-121.860349;2;16;27.83;52.0;90.7;1374.9;0.0;0;445.28;1820.18;5;85.93125;113.76125;0.0;0.24463514597457392;;;Bank Withdrawal
0578-SKVMF;Female;Yes;Seeley;No;Yes;No;Yes;Cable;No;Yes;No;No;No;Yes;Yes;Yes;Month-to-Month;Churned;23;0;32.790282;-115.689559;4;22;4.01;53.0;83.3;1845.9;0.0;0;88.22;1934.12;4;83.90454545454546;87.91454545454545;0.0;0.04561247492399644;Competitor;Competitor had better devices;Bank Withdrawal
0580-PIQHM;Female;Yes;Riverside;Offer B;Yes;Yes;Yes;Fiber Optic;Yes;Yes;Yes;No;No;Yes;Yes;Yes;One Year;Stayed;21;1;33.890046;-117.455583;7;41;14.73;82.0;101.6;3930.55;0.0;0;603.93;4534.48;6;95.86707317073171;110.59707317073169;0.0;0.13318616467599373;;;Bank Withdrawal
0581-BXBUB;Female;No;Penn Valley;No;Yes;No;Yes;Fiber Optic;No;Yes;No;No;No;No;No;Yes;Two Year;Stayed;76;0;39.203817;-121.19584;0;4;35.67;8.0;72.75;317.75;0.0;0;142.68;460.43;2;79.4375;115.1075;0.0;0.3098842386464826;;;Bank Withdrawal
0581-MDMPW;Female;No;San Jose;Offer C;Yes;Yes;Yes;Fiber Optic;No;No;Yes;No;Yes;No;No;Yes;Month-to-Month;Stayed;63;0;37.339533;-121.777179;0;24;44.09;9.0;88.95;2072.75;0.0;0;1058.16;3130.91;3;86.36458333333333;130.45458333333332;0.0;0.33797202730196657;;;Credit Card
0582-AVCLN;Female;No;Bakersfield;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Two Year;Stayed;43;0;35.339796;-119.023552;0;38;43.19;0.0;20.3;743.05;0.0;0;1641.22;2384.27;0;19.553947368421053;62.743947368421054;0.0;0.6883532485834238;;;Credit Card
0584-BJQGZ;Female;No;Taylorsville;No;Yes;Yes;Yes;Cable;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Month-to-Month;Stayed;19;0;40.053684;-120.743116;0;25;28.05;85.0;78.35;1837.9;0.0;0;701.25;2539.15;6;73.516;101.566;0.0;0.2761750979658547;;;Bank Withdrawal
0585-EGDDA;Male;Yes;Etna;Offer B;Yes;No;Yes;Fiber Optic;No;Yes;Yes;No;No;No;No;Yes;Month-to-Month;Stayed;41;0;41.405193;-123.008567;8;40;39.22;27.0;80.0;3168.75;41.74;0;1568.8;4695.81;3;79.21875;117.39525;0.013172386587771204;0.3340850673259778;;;Bank Withdrawal
0587-DMGBH;Female;No;Willows;No;Yes;No;Yes;Cable;Yes;No;No;No;No;No;No;No;Month-to-Month;Churned;48;0;39.493991;-122.286363;0;8;37.79;25.0;49.85;365.55;13.01;10;302.32;664.86;1;45.69375;83.1075;0.035590206538093284;0.4697530307132328;Competitor;Competitor offered higher download speeds;Bank Withdrawal
0594-UFTUL;Male;Yes;Mather;Offer D;Yes;No;No;No;No;No;No;No;No;No;No;No;Month-to-Month;Stayed;35;3;38.549822;-121.266725;1;13;40.2;0.0;19.85;252.0;0.0;0;522.6;774.6;0;19.384615384615383;59.58461538461539;0.0;0.6746707978311387;;;Credit Card
0595-ITUDF;Male;Yes;Fairfax;No;Yes;Yes;Yes;Fiber Optic;Yes;Yes;Yes;No;No;No;No;Yes;Month-to-Month;Stayed;21;1;37.971751;-122.611873;0;64;34.58;27.0;91.8;5960.5;0.0;0;2213.12;8173.62;4;93.1328125;127.7128125;0.0;0.27076374972166556;;;Bank Withdrawal
0596-BQCEQ;Female;Yes;Hydesville;No;Yes;No;Yes;Fiber Optic;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Churned;32;0;40.557314;-124.081662;1;62;48.58;13.0;100.15;6283.3;0.0;0;3011.96;9295.26;6;101.34354838709677;149.9235483870968;0.0;0.3240318183676411;Competitor;Competitor had better devices;Bank Withdrawal
0599-XNYDO;Female;Yes;Graton;No;Yes;No;Yes;Fiber Optic;No;No;No;No;No;No;No;Yes;Month-to-Month;Stayed;51;0;38.434362;-122.86891;0;20;43.49;28.0;69.8;1540.35;0.0;0;869.8;2410.15;1;77.0175;120.50750000000001;0.0;0.36089040101238506;;;Bank Withdrawal
0601-WZHJF;Male;Yes;Shafter;Offer D;No;No;Yes;DSL;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Churned;53;0;35.490705;-119.286833;1;14;0.0;12.0;46.35;667.7;0.0;0;0.0;667.7;4;47.69285714285714;47.69285714285714;0.0;0.0;Attitude;Attitude of service provider;Bank Withdrawal
0602-DDUML;Female;No;Fallbrook;No;Yes;No;Yes;Cable;No;Yes;Yes;Yes;Yes;No;Yes;Yes;Two Year;Stayed;21;0;33.362575;-117.299644;0;57;36.14;48.0;69.75;3894.4;0.0;0;2059.98;5954.38;6;68.32280701754387;104.46280701754387;0.0;0.34596045264158487;;;Mailed Check
0603-OLQDC;Male;No;Whittier;Offer D;Yes;No;Yes;Cable;Yes;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Stayed;41;1;34.007353;-118.033683;0;12;27.07;29.0;69.85;837.5;0.0;0;324.84;1162.34;5;69.79166666666667;96.86166666666666;0.0;0.2794707228521775;;;Mailed Check
0603-TPMIB;Female;Yes;San Simeon;Offer B;Yes;Yes;No;No;No;No;No;No;No;No;No;No;Two Year;Stayed;40;2;35.746484;-121.223355;0;59;42.37;0.0;25.45;1534.05;0.0;0;2499.83;4033.88;0;26.000847457627117;68.37084745762712;0.0;0.6197085684254365;;;Credit Card
0604-THJFP;Female;Yes;Castro Valley;Offer B;Yes;No;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Two Year;Stayed;40;0;37.722727;-122.02157;4;59;8.28;22.0;75.95;4542.35;0.0;0;488.52;5030.87;6;76.98898305084747;85.26898305084745;0.0;0.09710447695925356;;;Credit Card
